第一次
10,"近义词汉语:香,喷香,香喷喷,芳香,芬芳,芳菲,菲菲,清香,馨香,异香,香泽,芳泽,馥郁,香气扑鼻,甜香,飘香,香扑扑,香气,香味,香馥馥,馥馥,幽香,果香,余香,醇芳,酒香,花香,香醇,香嫩,浓香,馥,馨俄语"
11,"近义词汉语:辣,辛,辛辣,麻辣,辣丝丝,辣乎乎,辣味俄语"
12,"近义词汉语:气息,气味,气,味,味道,鼻息法语近义词汉语:味道,滋味,味,味儿汉语:味道,滋味法语近义词汉语:股,剂,帖,煎,味,料俄语"
13,"近义词汉语:克制,抑制,控制,自制,自持,抑止,压抑,按压,按捺,按,捺,压,平,憋,止,克,克服,相生相克,相依相克俄语近义词汉语:能够,能,会,克,力所能及,可知,亦可法语近义词汉语:消化,克,化俄语近义词汉语:限制,限量,限定,范围,限,拘,克,画地为牢,界定俄语近义词汉语:攻占,抢占,攻克,夺取,袭取,攻破,攻陷,打下,下,破,克,拿下,占领,攻城略地,攻城掠地,一锅端,攻取,把下,夺回英语"
14,"近义词汉语:包,裹,包裹,包装,封装,打包,卷入,装进,裹进俄语近义词汉语:包裹,包袱,包,卷俄语近义词汉语:疙瘩,圪塔,包,疹,块,肿块,疹子俄语近义词汉语:包围,围困,合围,围城,困,围城打援,围魏救赵,围住汉语:包围,包,重围德语近义词汉语:租用,租借,租赁,赁,僦,包,顶,租下,承租德语近义词汉语:承揽,兜揽,包揽,承包,包圆儿,揽,包,兜,三包,大包大揽,承修,包圆7包括近义词汉语:包括,囊括,包罗,牢笼,席卷,总括,概括,赅,包,连,不外乎,统揽,揽括葡萄牙语近义词汉语:管保,保管,管教,包管,保险,保证,准保,确保,担保,保,包,管,打包票,作保,保准,承保,力保法语"
15,"近义词汉语:袋,袋子,口袋,荷包,囊,橐,兜,兜子,兜儿俄语"
16,"近义词汉语:外衣,外套法语"
17,"近义词汉语:升降机,电梯法语"
18,"近义词汉语:调养,保养,颐养,将养,养生,将息,调理,摄生,保健,消夏,安享,清心法语"
19,"近义词汉语:希望,企望,盼望,祈望,祈望,期望,巴望,指望,仰望,想望,瞩望,期待,梦想,愿意,企盼,希,望,盼,期,祈,企,巴,欲,要,祷,想,幸,冀,可望,冀望,但愿,意在,只求,务期英语"
20,"近义词汉语:酒店,酒家,酒吧间,酒楼,酒馆,大酒店,酒吧,国宾馆,小吃摊俄语"
21,"近义词汉语:产品,出品,成品,制品,活,必要产品德语"
22,"近义词汉语:帮,壁德语近义词汉语:群,帮,帮子,班,伙,批,股,起,起子,队,拔,把子俄语近义词汉语:帮助,扶助,协助,赞助,援助,臂助,救助,匡助,辅助,襄助,相帮,帮忙,帮衬,支援,增援,声援,搭手,援手,扶持,扶植,扶,拉扯,扶掖,提携,提挈,助,帮,辅,援,拉,襄,协,匡扶,受助,帮带,佑助,八方支援,鼎力相助,有难必帮,相助,帮扶英语"
23,"近义词汉语:中原,华夏,中华,华,赤县,神州,九州,赤县神州,炎黄,中国,礼仪之邦"
24,"近义词汉语:电流计,安培计,电流表西班牙语"
25,"近义词汉语:可靠,牢靠,牢稳,保险,笃定,把稳,吃准,靠得住,十拿九稳,百无一失,稳操胜券,稳操左券,稳拿把攥俄语近义词汉语:管保,保管,管教,包管,保险,保证,准保,确保,担保,保,包,管,打包票,作保,保准,承保,力保法语"
26,"近义词汉语:空气,大气葡萄牙语近义词汉语:气氛,空气,氛围法语"
27,"近义词汉语:二,贰,两,俩,二元俄语近义词汉语:第二,二,次,仲,亚,其次,老二,伯仲,次之俄语"
28,"近义词汉语:叼,含,衔,噙俄语近义词汉语:存心,居心,怀抱,心怀,胸怀,怀,抱,负,安,含,饮,煞费心机俄语近义词汉语:包含,含,噙,包孕,带有,含有,含蓄,蕴涵,蕴蓄,韫,寓,蕴,蕴藏,蕴含,蕴藉,饱含,分包,隐含,富含,涵,盈盈,包蕴,暗含,深蕴,涵盖德语"
29,"近义词汉语:发光,发亮,煜英语"
30,"近义词汉语:左,左面,左边,左首,左手,上手,上首,里手,左侧,左方俄语近义词汉语:东,东方,东边,左,正东,东面,东头俄语近义词汉语:错误,错,误,左,失实,不当,不对,荒唐,谬误,悖谬,荒谬,大谬不然,错误百出,大错特错,一无是处,百无一失,破绽百出,漏洞百出,张冠李戴,似是而非,背谬,缪,错谬俄语"
31,"近义词汉语:轮胎,轮带,皮带,胎,车胎,车带英语"
32,"近义词汉语:药品,药物,药,药味,药石,药料法语"
33,"近义词汉语:冷却,冷,凉,激,镇,制冷,降温,气冷俄语"
34,"近义词汉语:能量,能"
35,"近义词汉语:江河,江,河,川,水,河流,水流,河川,长河,沧江,天堑,河水,江湖,江流,大江,沿河,河里,延河水,江河水,地表水,大溜,浊流,淮3汁近义词汉语:汁,汁液,汁水,液,水,液汁俄语"
36,"近义词汉语:包,裹,包裹,包装,封装,打包,卷入,装进,裹进俄语"
37,"近义词汉语:任意,肆意,随意,恣意,任性,无度,自由,随便,轻易,擅自,随心所欲,不管三七二十一,随随便便,无限制,即兴,人身自由,妄动,随机德语"
38,"近义词汉语:发,颁发,发出,下,行文,下发汉语:发,头发,髫,毛发,发丝俄语"
39,"近义词汉语:婴儿,婴孩,婴,新生儿,产儿,赤子,乳儿,毛毛,小儿,早产儿,婴幼儿德语"
40,"近义词汉语:软,柔,软和,绵软,柔软,柔韧,柔嫩,松软,软绵绵,软乎乎,软塌塌,细软,心软,软软,柔曼,绒绒的,软性俄语"
41,"近义词汉语:丘,片,块,畈俄语近义词汉语:派,片,番俄语近义词汉语:少,少数,个别,零星,点滴,稀,寡,鲜,半,两,片,无几,有数,有限,一二,区区,半点,一丝,星星,少许,些微,些许,蝇头,单薄,简单,寥落,一点儿,这么点儿,那么点儿,一丁点儿,三三两两,星星点点,一把子,一定量,一星半点,点儿,丁点儿,少于,甚微俄语近义词汉语:部分,有些,有的,有,局部,片,片段,一部分,一对,一些,组成部分,有点儿葡萄牙语近义词汉语:切片,片,切除,切开,切块德语"
42,"近义词汉语:架,台,部,台数俄语近义词汉语:骨架,骨子,龙骨,骨,架,架子,骨头架子德语近义词汉语:架设,架,搭,架构德语近义词汉语:绑架,绑票,架,劫持西班牙语"
43,"近义词汉语:破烂,破碎,破损,破败,破绽,褴褛,麻花,烂,破,败,敝,百孔千疮,千疮百孔,破烂儿,破破烂烂,破相,烂乎乎,破烂不堪俄语"
44,"近义词汉语:劳动,劳,服务,劳务俄语"
45,"近义词汉语:辛酸,酸辛,心酸,酸溜溜,苦涩,寒心法语"
46,"近义词汉语:官吏,臣子,臣僚,臣,官,吏,官长,官僚,官府,父母官,群臣,官儿,官宦,命官,地方官,官爵英语"
47,"近义词汉语:暖,温,暖和,和暖,和煦,温煦,晴和,和畅,融融,温暖,温和,温暾,暖烘烘,暖洋洋,风和日暖,风和日丽,采暖,暖融融,煦,暖乎乎,温软,温暖如春俄语近义词汉语:高兴,开心,愉快,欢快,称快,快活,快乐,欢乐,欢娱,欢愉,欢欣,欢喜,喜欢,欣喜,欣然,怡然,陶然,愉悦,融融,乐意,乐,欢,喜,快,欣,怡,乐陶陶,乐滋滋,乐呵呵,乐悠悠,乐融融,喜冲冲,喜滋滋,喜洋洋,喜气洋洋,兴冲冲,甜丝丝,美丝丝,美滋滋,欢欣鼓舞,赏心悦目,如获至宝,僖,高高兴兴,逸乐,欣悦,悦,欣欣然,快快乐乐,欢欢喜喜,欢悦,喜悦,先睹为快,其乐融融,撒欢,暗喜,为之一喜,恺葡萄牙语"
48,"近义词汉语:豆,豆子,菽,豆瓣,豆类俄语"
49,"近义词汉语:苹果,苹,柰,香蕉苹果法语"
50,"近义词汉语:针织,针织物"
51,"近义词汉语:滚珠轴承,球轴承,滚柱轴承,滚动轴承,滚针轴承,滑动轴承,轴承,空气轴承"
52,"近义词汉语:备件,附件,配件,零配件,构配件"
53,"近义词汉语:一行,一条龙,一溜儿,一人班,单排俄语"
54,"近义词汉语:现代,当代,现世,今世,现当代,现时代德语"
55,"近义词汉语:枫,枫树,枫香树"
56,"近义词汉语:绿,碧,翠,碧绿,青绿,青翠,青葱,苍翠,翠绿,绿油油,绿茸茸,碧油油,翠绿色,绿茵茵,绿莹莹,铺锦叠翠,滴翠,青翠欲滴,叠翠英语"
57,"近义词汉语:檀,青檀,檀木"
58,"近义词汉语:基础,根基,根底,功底,底工,底子,幼功,基本功,底蕴,础俄语近义词汉语:地基,基础,根脚,根基,地脚法语近义词汉语:根本,基本,本,基础,基业,基石,木本,水源,内核俄语"
59,"近义词汉语:白,粉,霜,银,雪,素,缟,皓,皑皑,洁白,雪白,粉白,乳白,白净,皎洁,凝脂,白花花,白晃晃,白茫茫,白不呲咧,白皑皑,白乎乎,白净净,细白,嫩白,颢俄语"
60,"近义词汉语:经典,经,经典著作俄语"
61,"近义词汉语:赋闲,休闲,优游,闲适,闲散,恬淡,悠忽,悠悠忽忽,无所事事,优哉游哉,清风明月,轮空,穷极无聊,闲心,闲雅,野鹤闲云,悠然自得,赏月英语"
62,"近义词汉语:松,泡,糠,暄,蓬,松软,松弛,松散,稀松,平松,蓬松,尨茸,弛懈,宽松俄语近义词汉语:松散,疏松,稀松,废弛,松,散,松松垮垮,松气,松松散散俄语近义词汉语:富裕,富有,有钱,殷实,富贵,趁钱,富足,富庶,丰足,富饶,丰饶,穰穰,丰盈,丰裕,丰厚,厚实,优裕,余裕,宽裕,充盈,红火,富,宽,松,从容,方便,松动,活络,宽绰,有余,绰有余裕,绰绰有余,家给人足,丰衣足食,万贯家财,腰缠万贯,堆金积玉,金玉满堂,荣华富贵,财大气粗,富国,极富葡萄牙语近义词汉语:解,松,褪,解开,肢解俄语近义词汉语:放松,松劲,松,放宽,松扣法语"
63,"近义词汉语:珍珠,真珠,珠子,珠,串珠葡萄牙语"
64,"近义词汉语:板,板结,板实汉语:板,板子,板材,板坯俄语"
65,"近义词汉语:结构,构造,组织,布局法语"
66,"近义词汉语:安装,装置,设置,安设,安,装,安上德语"
67,"近义词汉语:叠,沓,摞汉语:叠,折,折叠,沁,佴,矗起俄语"
68,"近义词汉语:带,带子,绦,绦子,缨俄语近义词汉语:佩带,佩,带,别,佩戴,身着,着装,安全带,配戴英语近义词汉语:带路,引路,领路,领道,向导,先导,前导,引导,指引,带领,带,领,引,导,指路俄语近义词汉语:引导,指引,引,导,带,因势利导,指点迷津法语近义词汉语:携带,随带,拖带,带,携,挈,牵,挟带,带走,带入,携家带口,捎德语近义词汉语:带动,牵动,带,带来,拉动英语"
69,"近义词汉语:呼吸,透气,深呼吸,四呼,人工呼吸葡萄牙语"
70,"近义词汉语:防止,防备,防范,防护,预防,提防,严防,警备,戒备,防,备,戒,防微杜渐,防患未然,谨防,曲突徙薪,以防,以防万一法语"
71,"近义词汉语:碰,触,捅,动,触动,动手,触摸俄语"
72,"近义词汉语:玉米,玉蜀黍,老玉米,苞谷,苞米,珍珠米,棒子,棒头,粟米,包谷,玉茭,玉米粒,紫玉米西班牙语"
73,"近义词汉语:缸子,缸英语"
74,"近义词汉语:座,座子,底座,底盘,托,支座,托子,插座,灯座,宝座,礁盘,软座,假座俄语近义词汉语:星座,座,宿,星宿,二十八宿法语近义词汉语:座位,位子,席位,席,座,坐位,坐席,座席俄语近义词汉语:栋,座,所,幢德语"
75,"近义词汉语:销售,销行,行销,销,售货俄语"
76,"近义词汉语:建筑,建造,修建,修筑,兴修,构筑,建,筑,修,盖,打,盘,垒,砌,大兴土木,构,组构汉语:建筑,建筑物,构筑物俄语"
77,"近义词汉语:犀,犀牛"
78,"近义词汉语:赭,红褐色,棕色,酱色,赭色法语"
79,"近义词汉语:号码,号子,号,码,码子,数码,编号英语近义词汉语:件,码,起,宗,桩,项,档子,档儿法语近义词汉语:堆,垛,码,摞汉语:堆,垛,坨,坨子,簇,垛子汉语:堆,团,墩俄语"
80,"近义词汉语:分,支,岔,旁,子,分支,拨出,道岔,支行,汊港,分段,岔开,隔开,分层俄语近义词汉语:撑,支,抵,顶,戗,支撑,撑篙,撑住,硬撑俄语近义词汉语:支使,支派,使唤,支英语近义词汉语:支付,支出,付出,开发,开支,开销,支,出,开德语"
81,"近义词汉语:透明,透亮,晶莹,晶莹剔透,透剔俄语"
82,"近义词汉语:见解,见识,见地,看法,意见,眼光,观点,观,见,意,理念,视角俄语"
83,"近义词汉语:模型,模子,模,型,范俄语近义词汉语:种类,类别,品类,类型,门类,部类,项目,品种,花色,色,种,类,列,路,档,型,档次,档级,品目葡萄牙语"
84,"近义词汉语:蜗牛,水牛儿,蜗德语"
85,"近义词汉语:大,巨,宏,巨大,硕大,庞大,宏大,偌大,粗大,高大,硕大无朋,洪大,极大,庞然大物,特大,大幅度,翻天覆地,鞠,硕,庞俄语近义词汉语:父,父亲,爷,爹,大,翁,爸爸,老子,爹爹,老爹,阿爹,阿爸,椿,太公,大人,爸,生父,爹地,慈父英语近义词汉语:伯父,伯,大伯,大爷,伯伯,大葡萄牙语"
86,"近义词汉语:眼里,眼底"
87,"近义词汉语:精华,菁华,精髓,粹,精粹,花俄语"
88,"近义词汉语:张,纸俄语近义词汉语:挂,吊,张,悬,悬挂,张挂,倒挂,高高挂起,钩挂俄语近义词汉语:看,瞧,瞅,视,观,览,相,盼,顾,张,望,觑,目,睃,探望,观望,观看,收看,察看,见到,走着瞧,见状,见兔顾犬,来看,总的来看,看出,看到,看来,看齐,看样子,观展,观览,看看,见见,阚俄语近义词汉语:展,伸展,展开,张,铺展,舒展,舒张,张大,拓俄语近义词汉语:布置,陈设,摆设,摆布,摆,张,摆放,布阵俄语"
89,"近义词汉语:提,拎,提起俄语近义词汉语:挑,担,挑水汉语:挑,剔,提法语近义词汉语:讲话,说话,谈话,发话,出言,开口,出口,开腔,张嘴,呱嗒,言语,说,谈,操,道,语,言,讲,叙,称,云,曰,提,唠,摆,说道,讲讲,谈道俄语近义词汉语:取,领取,提取,提,领,领到俄语"
90,"近义词汉语:沥青,地沥青,柏油,土沥青,木焦油葡萄牙语"
91,"近义词汉语:增值,升值俄语"
92,"近义词汉语:山茶,茶花,山茶花"
93,"近义词汉语:运输费,运费"
94,"近义词汉语:其他,其它,其余,别,别样,另外,外,另,旁,另一个,任何法语"
95,"近义词汉语:手机,大哥大,部手机,无绳电话机,无绳话机,无绳机,无线电话德语"
96,"近义词汉语:编织,编制,编,打,织,结法语"
97,"近义词汉语:储存,贮存,贮,积存,囤,囤积,仓储,存储,收储,专储,蕴藏俄语"
98,"近义词汉语:费用,费,用,用度,用费,花费,用项,支出,开支,开销,花消,花销,资费法语近义词汉语:花费,花,费,花消,消费俄语"
99,"近义词汉语:布,布匹,棉布,棉织品,布帛俄语近义词汉语:部署,布局,布置,配置,配备,布,安排俄语近义词汉语:分布,散布,布,遍布俄语"
100,"近义词汉语:打针,注射德语"
101,"近义词汉语:赚,得利,盈利,盈余,获利,创汇,创利,够本,扭亏为盈,挣,挣钱,致富,赚钱,赚取,净赚,扭亏俄语"
102,"近义词汉语:饮食,茶饭,膳食,膳,伙食,伙,饭食,口腹,餐饮俄语"
103,"近义词汉语:会议,会,集会,议会俄语"
104,"近义词汉语:产品,出品,成品,制品,活,必要产品德语"
105,"近义词汉语:肉品,肉食品,肉制品"
106,"近义词汉语:能干,精干,精悍,得力,贤明,英明,高明,能,行,成,有两下子,精明强干,神通广大,游刃有余,教子有方,有方,技高一筹,技压群雄,领导有方,精明能干德语近义词汉语:顶用,有用,中用,管用,合用,得力,顶事,管事,济事,使得,实用,实惠,有效,对症,灵验,灵光,灵通,灵,行,中,行之有效,立竿见影,可行,卓有成效,有效性,行得通英语"
107,"近义词汉语:胶,胶乳,溶胶,乳胶德语近义词汉语:橡胶,皮,胶德语近义词汉语:贴,粘,胶,糊,粘贴,胶合,粘合,贴边,贴补法语"
108,"近义词汉语:盖,遮盖,覆盖,捂,瓦,苫,捂住,焘汉语:盖,盖子,帽汉语:盖,华盖俄语近义词汉语:甲壳,甲,壳,介,厣,盖,盖子,壳子,硬壳英语近义词汉语:耢,耱,盖4宝近义词汉语:宝,盖,儿,宝盖头汉语:宝,珍玩,奇珍异宝,麟角凤觜,吉光片羽,宝中之宝,金银财宝,无价之宝,财宝俄语近义词汉语:建筑,建造,修建,修筑,兴修,构筑,建,筑,修,盖,打,盘,垒,砌,大兴土木,构,组构汉语:建筑,建筑物,构筑物俄语近义词汉语:遮盖,掩盖,覆盖,被覆,盖,覆,蒙,挂,罩,埋,掩,蔽,蒙面,遮住,披盖,庇,遮荫,幂德语近义词汉语:超过,超出,超越,压倒,不止,凌驾,盖,浮,超,过,逾,有过之无不及,大于,高于,过量,超乎,出乎,胜出俄语近义词汉语:大概,大略,大约,约莫,大致,大体,八成,光景,敢情,约,横,盖,备不住,粗粗,大体上,大致说来,大约摸,约摸俄语近义词汉语:因为,因,为,缘,以,坐,盖,归因于俄语"
109,"近义词汉语:首都,国都,京都,都城,京城,上京,京,都,京师,京华,凤城,北京,北京市西班牙语"
110,"近义词汉语:同事,同人,同仁英语"
111,"近义词汉语:手套,拳套德语"
112,"近义词汉语:厚道,忠厚,敦厚,温厚,仁厚,宽厚,憨厚,笃厚,淳厚,浑厚,人道,浑朴,淳朴,纯朴,诚朴,朴实,忠厚老实,不念旧恶,以德报怨,息事宁人,隐恶扬善,古道热肠,憨直,厚朴,朴,以直报怨,憨,拙朴,醇朴,淳,恽,忍辱求全"
113,"近义词汉语:橘,橘子,橘柑,蜜橘,桔,桔子,福橘"
114,"近义词汉语:醋,醯,酢,陈醋,苦酒,白醋法语"
115,"近义词汉语:使得,使,令,让,叫,教,俾,驱动俄语"
116,"近义词汉语:其他,其它,其余,别,别样,另外,外,另,旁,另一个,任何法语"
117,"近义词汉语:淀粉,小粉德语"
118,"近义词汉语:达到,达成,达,臻,上,齐,及,落到,落得,达标,高达,直达俄语近义词汉语:到,至,及,暨,迄,顶,届,交俄语近义词汉语:和,同,与,跟,暨,及,以及俄语"
119,"近义词汉语:空调机,空调"
120,"近义词汉语:水泥,洋灰,士敏土,水门汀,加气水泥,水泥块英语"
121,"近义词汉语:杆,梗,杆子,竿子,横杆,竿俄语近义词汉语:筒,管,杆,筒子,管子俄语近义词汉语:枝,枝子,枝条,侧枝,条,柯,枝干,主枝汉语:枝,条,杆,挺,根,管,茎俄语"
122,"近义词汉语:撑,支,抵,顶,戗,支撑,撑篙,撑住,硬撑俄语"
123,"近义词汉语:女,女性,坤,阴汉语:女,女儿,闺女,姑娘,丫头,囡,幼女,姑娘家,丫,妮俄语近义词汉语:女人,女子,女性,女士,女儿,女,娘,妇,妇女,妇道,妇人,女人家,小娘子,女郎,巾帼,半边天,娘子军,石女,红装,家庭妇女,农妇,才女西班牙语"
124,"近义词汉语:链,链子,链条俄语"
125,"近义词汉语:葡萄,葡,萄,野葡萄德语"
126,"近义词汉语:上装,上衣,上身,褂子,短装,短打,袄,紧身儿,衫,褂,小褂儿英语"
127,"近义词汉语:动物,众生,百兽,动物群俄语"
128,"近义词汉语:饲料,草料,秣,食,料,饲草西班牙语"
129,"近义词汉语:皮革,皮子,革,皮,韦,皮张西班牙语"
130,"近义词汉语:枣子,枣"
131,"近义词汉语:香,喷香,香喷喷,芳香,芬芳,芳菲,菲菲,清香,馨香,异香,香泽,芳泽,馥郁,香气扑鼻,甜香,飘香,香扑扑,香气,香味,香馥馥,馥馥,幽香,果香,余香,醇芳,酒香,花香,香醇,香嫩,浓香,馥,馨俄语"
132,"近义词汉语:汁,汁液,汁水,液,水,液汁俄语"
133,"近义词汉语:文学,文艺俄语"
134,"近义词汉语:玩具,玩意儿,玩物,玩艺英语"
135,"近义词汉语:左,左面,左边,左首,左手,上手,上首,里手,左侧,左方俄语"
136,"近义词汉语:时事,新闻,时务法语近义词汉语:消息,新闻,情报,讯,谍报,快讯,讯息,资讯法语"
137,"近义词汉语:报纸,白报纸,新闻纸俄语"
138,"近义词汉语:保持,维持,护持,维系,保全,保,葆,涵养,保障俄语"
139,"近义词汉语:器具,器物,用具,器,器械,家什,器材法语近义词汉语:器官,官,器俄语近义词汉语:工具,器,家伙,家什俄语近义词汉语:重视,珍视,珍惜,尊重,看重,倚重,器重,注重,推崇,赏识,青睐,垂青,讲究,重,器,厚,看得起,瞧得起,另眼看待,另眼相看,刮目相看,刮目相待,敝帚自珍,敝帚千金,侧重,强调,偏重,垂爱,仰观,讲求英语"
140,"近义词汉语:金银,金银箔德语"
141,"近义词汉语:忍冬,金银花"
142,"近义词汉语:粒,豆子,砟子,砟,微粒,颗粒,球粒俄语"
143,"近义词汉语:节气,节"
144,"近义词汉语:物体,体英语近义词汉语:身,套,一整套汉语:身,体,干,筒俄语近义词汉语:身体,肢体,体,身,躯,躯体,肌体,肉体,肉身,身子,身躯,躯干,臭皮囊,人体,人身,血肉之躯,真身汉语:身体,人俄语近义词汉语:体裁,样式,体,体制法语"
145,"近义词汉语:加热,烧,熬,炖,烫,暖,温,筛,热,加温葡萄牙语"
146,"近义词汉语:输入,进口,入口俄语"
147,"近义词汉语:玻璃,玻葡萄牙语"
148,"近义词汉语:黏土,埴,泥土,粘土,耐火黏土,熟料德语"
149,"近义词汉语:中,中间,中心,中央,正中,当中,居中,正当中,当腰,当心,当间儿,当道,半,间,心,之中,中部,中点,中段汉语:中,中等,半大,中型,适中,不大不小,中小俄语近义词汉语:中间人,中人,中德语近义词汉语:期间,间,中,内,里,次,中间,之间,里边,里头,里面,以内,之内法语近义词汉语:中期,中叶,中,半5内近义词汉语:内,中,里,里面,里边,里头,以内,之内法语"
150,"近义词汉语:改换,更换,变换,转换,换,易,变,撤换,代换,移,转移,演替,易位英语"
151,"近义词汉语:机构,组织俄语近义词汉语:机关,机构,单位,部门法语"
152,"近义词汉语:右,右面,右边,右首,右手,下手,下首,外手,右方,右侧英语近义词汉语:西,西方,西边,正西,右,西头,西部,西面俄语"
153,"近义词汉语:洗,浣,涤,濯,澡,漱,湔,盥洗,清洗,洗涤,洗濯,涤荡,涤除,漱口,洗洁,洗洗,保洁俄语近义词汉语:洗礼,洗葡萄牙语近义词汉语:冲洗,洗印,显影,洗,冲,印汉语:冲洗,冲俄语近义词汉语:搅拌,拌和,搅和,搅动,打,搅,拌,馇,洗法语近义词汉语:洗雪,昭雪,雪,洗,洗刷,归除,剿除法语"
154,"近义词汉语:车钱,车马费,交通费,车费"
155,"近义词汉语:热,热火,热和,热乎,热乎乎,热烘烘,热腾腾,热滚滚,热哄哄,热力,热呼呼俄语近义词汉语:烧,热,热度,光热俄语近义词汉语:加热,烧,熬,炖,烫,暖,温,筛,热,加温葡萄牙语"
156,"近义词汉语:中,中间,中心,中央,正中,当中,居中,正当中,当腰,当心,当间儿,当道,半,间,心,之中,中部,中点,中段汉语:中,中等,半大,中型,适中,不大不小,中小俄语"
157,"近义词汉语:位置,部位,地位,位,窝葡萄牙语近义词汉语:地位,位置,身价,身份,位俄语近义词汉语:帝位,大宝,位,基,祚5各近义词汉语:各,个,员,位,号,各队,各类,各条,各项俄语"
158,"近义词汉语:计算,划算,盘算,筹算,匡算,合算,算计,约计,计量,乘除,计,算,匡,赀,精打细算,测算,汇算,算算,打算盘俄语近义词汉语:打算,算计,计算,盘算,准备,计较,试图,待,拟,计,打小算盘,意欲,刻划,精算,人有千算法语近义词汉语:暗害,暗算,算计,计算,放暗箭,暗箭伤人,杀人不见血,谋害俄语"
159,"近义词汉语:正规,正式,正经,正统,规范,标准,专业,科班,明媒正娶,正儿八经,正规化,业内俄语"
160,"近义词汉语:外,外面,外边,外头,外界,以外,之外,外围,外侧,外圈,外场俄语近义词汉语:老生,须生,外,末3外国近义词汉语:外国,外,外域,异国,异邦,异域,夷,别国西班牙语"
161,"近义词汉语:异常,非常,异样,特别,特异,独特,特殊,特出,突出,出奇,奇异,奇特,特,殊,奇,异,新鲜,出格,独出心裁,异乎寻常,与众不同,特有,特种,例外,破例,新异,奇丽,超常规,非常规,不同寻常,非同寻常,非正规,离谱儿俄语"
162,"近义词汉语:电线,电缆英语"
163,"近义词汉语:铝型材,铝材"
164,"近义词汉语:冰,冰凌,凌葡萄牙语"
165,"近义词汉语:吸,抽,吧,吧嗒,吧唧,空吸,吸附,吸气,吸烟,抽烟俄语近义词汉语:哟,吧,啊,者,嗬哟俄语近义词汉语:吗,呢,吧,乎,啊,否,欤,耶,邪,为,哉,也,也罢,与否德语"
166,"近义词汉语:宽度,宽窄,幅度,幅面,开间,肥瘦,宽,幅,大幅度,调幅,幅宽,增幅,涨幅,升幅,步幅,播幅,增长率,步长,宽幅,净宽,单幅,小幅德语近义词汉语:宽大,肥大,肥汉语:宽大,宽,宽大为怀,宽宏大量,网开一面,不咎既往,既往不咎,手下留情,网开三面,宽松,宽限,从宽,从轻,不严俄语近义词汉语:宽敞,宽阔,宽大,宽广,宽绰,宽舒,宽余,宽,敞,轩敞,坦荡,开豁,开阔,开朗,放宽,宽旷,宽心,拓宽,宽宽敞敞,平阔,坦坦荡荡,阔大法语近义词汉语:富裕,富有,有钱,殷实,富贵,趁钱,富足,富庶,丰足,富饶,丰饶,穰穰,丰盈,丰裕,丰厚,厚实,优裕,余裕,宽裕,充盈,红火,富,宽,松,从容,方便,松动,活络,宽绰,有余,绰有余裕,绰绰有余,家给人足,丰衣足食,万贯家财,腰缠万贯,堆金积玉,金玉满堂,荣华富贵,财大气粗,富国,极富葡萄牙语"
167,"近义词汉语:老小,老少,大小,老幼,老老少少,白叟黄童,大大小小3分寸近义词汉语:分寸,尺寸,深浅,轻重,高低,大小,轻重缓急,大大小小俄语"
168,"近义词汉语:刺绣,绣花,扎花,绣,挑,挑花德语"
169,"近义词汉语:皮带,小抄儿英语近义词汉语:轮胎,轮带,皮带,胎,车胎,车带英语"
